Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement End Time Period,Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home,Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement,
11,Female,White – British,0,True,18,[54],Fostering - Short Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,769.93,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,0,including Mainstream,['Mixed – Other'],Short Term Foster,False,False,False,
1,Male,White – British,0,False,2,[31],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,407.1,False,N/A,6,N/A,9,including Mainstream,['Asian/British Asian – Chinese'],Short Term Foster,True,False,False,
2,Female,White – British,0,True,3,[73],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,765.07,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,12,including Mainstream,['Unknown'],Long Term Foster,False,False,False,
17,Female,White – British,0,True,18,[38],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,52.87,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,6,including Mainstream,['Mixed - White/Asian'],Short Term Foster,True,False,False,
8,Male,White – British,0,True,14,[50],Residential,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,6.86,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,1,including Mainstream,['Asian/British Asian – Pakistani'],Residential,False,False,True,
8,Female,Asian/British Asian – Pakistani,0,True,10,[56],Special Guardianship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,175.02,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,7,including Mainstream,['Gypsy / Roma'],Special Guardianship,False,False,False,
6,Male,Asian/British Asian – Bangladeshi,0,False,16,[57],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,True,297.99,False,N/A,2,N/A,16,including Mainstream,['Asian/British Asian – Pakistani'],Long Term Foster,False,False,False,
17,Female,White – British,0,False,18,[73],Residential,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,True,708.83,False,N/A,3,N/A,0,including Mainstream,['Black/Black British – African'],Residential,True,True,False,
9,Trans Male,Asian/British Asian – Pakistani,0,True,18,[44],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,813.8,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,14,including Mainstream,['White – Irish'],Adoption,True,True,False,
5,Trans Male,White – British,0,True,8,[58],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],False,True,742.81,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,15,including Mainstream,['Asian/British Asian – Bangladeshi'],Adoption,False,False,False,
9,Female,White – British,0,False,12,[69],Fostering - Emergency,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,True,814.42,False,N/A,3,N/A,12,including Mainstream,['Asian/British Asian – Chinese'],Emergency Foster,False,False,False,
6,Male,White – British,0,True,17,[30],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,170.84,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,11,including Mainstream,['NULL'],Residential,False,True,False,
12,Trans Female,White – British,0,False,18,[66],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,564.78,False,N/A,0,N/A,13,including Mainstream,['Unknown'],Long Term Foster,False,False,False,
16,Female,White – British,0,True,18,[45],Fostering - Long Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],False,False,111.68,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,7,including Mainstream,['Dual Heritage - Black/White'],Long Term Foster,False,False,False,
17,Female,White – British,0,False,18,[50],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,False,860.55,False,N/A,3,N/A,15,including Mainstream,['White - Central European'],Respite Foster,False,False,False,
1,Female,White – British,0,True,18,[26],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,764.06,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,10,including Mainstream,['White – British'],Adoption,False,True,False,
1,Male,Asian/British Asian – Pakistani,0,False,6,[52],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,562.5,True,N/A,4,N/A,5,including Mainstream,['Asian/British Asian – Other'],Short Term Foster,False,False,False,
2,Female,Asian/British Asian – Pakistani,0,True,14,[61],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,230.57,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,17,including Mainstream,['Dual Heritage - Black/White'],Emergency Foster,False,True,False,
6,Female,White – British,0,True,8,[41],Special Guardianship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,793.82,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,4,including Mainstream,['Unknown'],Special Guardianship,False,True,False,
6,Male,Black/Black British – Caribbean,0,False,13,[50],Adoption,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],False,True,409.15,True,N/A,0,N/A,14,including Mainstream,['Unknown'],Adoption,False,False,True,
0,Male,White – British,0,False,7,[42],Special Guardianship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,False,90.37,True,N/A,3,N/A,0,including Mainstream,['Traveller of Irish Heritage'],Special Guardianship,False,False,False,
14,Male,Asian/British Asian – Pakistani,0,True,18,[75],Fostering - Short Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,253.86,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,14,including Mainstream,['White - Eastern European'],Short Term Foster,True,True,False,
16,Female,Asian/British Asian – Bangladeshi,0,False,18,[56],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],True,False,137.3,True,N/A,7,N/A,16,including Mainstream,['White – Other'],Long Term Foster,False,True,False,
8,Female,White - Eastern European,0,False,17,[50],Kinship,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,441.02,False,N/A,2,N/A,10,including Mainstream,['Other Ethnic Group'],Kinship,False,False,False,
6,Trans Female,Asian/British Asian – Pakistani,0,False,8,[62],Adoption,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,False,393.41,True,N/A,3,N/A,16,including Mainstream,['Mixed - White/Black African'],Adoption,True,True,False,
5,Male,Asian/British Asian – Pakistani,0,True,15,[54],Adoption,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,8.97,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,4,including Mainstream,['Information Not Yet Obtained'],Adoption,False,True,False,
5,Male,White - Central European,0,True,8,[60],Special Guardianship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,886.1,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,2,including Mainstream,['Asian/British Asian – Other'],Special Guardianship,False,False,False,
11,Male,White – British,0,False,18,[42],Adoption,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,544.55,True,N/A,3,N/A,10,including Mainstream,['Asian/British Asian – Bangladeshi'],Adoption,True,False,True,
9,Trans Male,Asian/British Asian – Pakistani,0,False,12,[38],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,629.98,True,N/A,0,N/A,15,including Mainstream,['Black/Black British – Caribbean'],Emergency Foster,False,False,False,
5,Female,Asian/British Asian – Indian,0,False,6,[63],Adoption,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,408.61,False,N/A,0,N/A,10,including Mainstream,['Black/Black British – African'],Adoption,False,False,False,
17,Trans Male,Asian/British Asian – Pakistani,0,True,18,[35],Kinship,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,534.69,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,6,including Mainstream,['White – British'],Kinship,True,False,False,
7,Trans Female,White – British,0,True,17,[34],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],False,True,468.21,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,10,including Mainstream,['Mixed - White/Black African'],Kinship,True,False,False,
1,Female,Asian/British Asian – Pakistani,0,False,12,[37],Adoption,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,797.31,False,N/A,0,N/A,11,including Mainstream,['Other Ethnic Group'],Adoption,False,False,False,
0,Male,White – British,0,True,7,[68],Residential,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,522.94,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,8,including Mainstream,['Gypsy / Roma'],Residential,True,False,False,
0,Female,White – British,0,True,4,[64],Kinship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,845.06,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,8,including Mainstream,['Asian/British Asian – Indian'],Kinship,False,False,False,
10,Male,White – British,0,True,18,[59],Kinship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,288.17,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,8,including Mainstream,['Gypsy / Roma'],Kinship,False,True,False,
13,Trans Male,White – British,0,False,17,[53],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,781.43,False,N/A,5,N/A,7,including Mainstream,['White – British'],Long Term Foster,True,True,False,
8,Male,Asian/British Asian – Indian,0,True,15,[40],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,997.85,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,3,including Mainstream,['Refused'],Short Term Foster,False,False,False,
6,Male,White – British,0,True,15,[30],Residential,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,244.5,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,0,including Mainstream,['White - Central European'],Residential,True,True,False,
13,Female,White – British,0,True,18,[47],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,249.22,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,16,including Mainstream,['Asian/British Asian – Pakistani'],Adoption,True,False,False,
7,Trans Female,White – British,0,True,10,[42],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,False,708.08,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,13,including Mainstream,['Mixed - White/Asian'],Adoption,False,True,False,
9,Female,Asian/British Asian – Pakistani,0,True,15,[58],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,267.39,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,7,including Mainstream,['Mixed - White/Black Caribbean'],Adoption,False,False,False,
