Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement Time Period (days),Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home (miles),Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement
6,Female,White - British,0,TRUE,11,68,Kinship,1,1,22/07/2022 00:00,Planned move to long-term fostering,853,1,Male,TRUE,TRUE,1.09,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,FALSE,FALSE,FALSE
13,Female,White - British,0,TRUE,16,67,Adoption,2,1,07/09/2024 00:00,Child requests placement end,64,1,Non binary,TRUE,TRUE,3.39,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Adoption,TRUE,TRUE,TRUE
4,Male,Asian/British Asian - Pakistani,0,FALSE,10,75,Fostering - Long Term,4,1,07/05/2025 00:00,N/A,553,1,Male,TRUE,FALSE,0.3,TRUE,N/A,6,N/A,0,including Mainstream,White - Other,Long Term Foster,FALSE,TRUE,FALSE
16,Trans Male,Asian/British Asian - Pakistani,0,TRUE,18,29,Fostering - Short Term,1,1,18/07/2024 00:00,Approval removed,533,1,Male,TRUE,TRUE,14.3,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Long Term Foster,TRUE,TRUE,TRUE
0,Male,White - British,0,TRUE,16,25,Fostering - Short Term,3,1,23/05/2023 00:00,Allegation (S47),77,1,Female,TRUE,FALSE,10.83,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Special Guardianship,FALSE,FALSE,TRUE
9,Male,Asian/British Asian - Other,0,TRUE,10,25,Kinship,4,1,21/05/2024 00:00,Child requests placement end,149,1,Female,TRUE,TRUE,2.59,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,TRUE,TRUE
2,Female,White - Central European,0,FALSE,10,62,Kinship,4,1,20/02/2022 00:00,N/A,909,1,Female,TRUE,FALSE,3.49,TRUE,N/A,7,N/A,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,FALSE,TRUE
4,Female,White - British,0,TRUE,16,70,Kinship,1,1,04/09/2023 00:00,Allegation (S47),716,1,Male,TRUE,FALSE,3.93,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,TRUE,TRUE
15,Non binary,White - British,0,FALSE,16,44,Fostering - Short Term,5,1,29/10/2025 00:00,N/A,226,1,Male,TRUE,TRUE,17.29,TRUE,N/A,6,N/A,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,FALSE,FALSE,FALSE
1,Female,Asian/British Asian - Pakistani,0,FALSE,4,52,Kinship,6,1,03/05/2025 00:00,N/A,7,1,Trans Male,FALSE,FALSE,2.34,FALSE,N/A,1,N/A,0,including Mainstream,White - Irish,Kinship,FALSE,FALSE,TRUE
10,Female,White - Central European,0,TRUE,15,74,Fostering - Short Term,3,1,10/08/2024 00:00,Allegation (S47),70,1,Female,TRUE,FALSE,17.45,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Short Term Foster,TRUE,TRUE,TRUE
15,Female,White - British,0,TRUE,17,75,Fostering - Short Term,2,1,01/04/2022 00:00,Approval removed,51,1,Female,TRUE,FALSE,4.42,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Male,Kinship,TRUE,TRUE,TRUE
0,Male,Asian/British Asian - Pakistani,0,TRUE,15,29,Kinship,1,1,01/03/2023 00:00,Allegation (S47),170,1,Female,TRUE,FALSE,6.16,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Long Term Foster,TRUE,FALSE,FALSE
16,Male,White - British,0,TRUE,18,26,Adoption,2,1,01/06/2022 00:00,Child requests placement end,389,1,Trans Male,FALSE,FALSE,12.32,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Adoption,FALSE,FALSE,FALSE
16,Male,Asian/British Asian - Pakistani,0,TRUE,18,27,Residential,3,1,06/03/2024 00:00,Child requests placement end,4,1,Trans Female,TRUE,FALSE,45.48,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Residential,FALSE,FALSE,TRUE
3,Trans Female,Asian/British Asian - Pakistani,0,TRUE,4,33,Kinship,0,1,08/03/2024 00:00,Planned move to long-term fostering,162,1,Trans Female,TRUE,TRUE,2.85,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,TRUE
6,Non binary,Roma,0,FALSE,15,51,Kinship,6,1,30/07/2025 00:00,N/A,551,1,Female,TRUE,FALSE,2.05,FALSE,N/A,3,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,FALSE,TRUE
1,Male,White - British,0,TRUE,8,61,Special Guardianship,7,1,27/10/2024 00:00,Child requests placement end,62,1,Non binary,TRUE,FALSE,12.25,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Special Guardianship,FALSE,FALSE,FALSE
9,Male,White - British,0,FALSE,16,46,Kinship,4,1,27/02/2024 00:00,N/A,912,1,Non binary,FALSE,FALSE,4.38,FALSE,N/A,1,N/A,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,FALSE,TRUE
5,Male,Mixed - White/Asian,0,FALSE,7,62,Kinship,7,1,24/07/2025 00:00,N/A,277,1,Male,TRUE,TRUE,4.67,FALSE,N/A,7,N/A,0,including Mainstream,White - British,Kinship,TRUE,TRUE,FALSE
12,Female,White - British,0,TRUE,18,56,Kinship,4,1,07/05/2025 00:00,Carer requests placement end due to child's behaviour,72,1,Male,TRUE,TRUE,4.49,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,FALSE,TRUE
11,Female,White - British,0,FALSE,15,42,Kinship,6,1,30/09/2025 00:00,N/A,91,1,Male,TRUE,FALSE,0.47,FALSE,N/A,6,N/A,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,TRUE,TRUE
12,Male,White - British,0,FALSE,15,51,Kinship,6,1,11/07/2022 00:00,N/A,102,1,Trans Female,FALSE,FALSE,4.62,TRUE,N/A,1,N/A,0,including Mainstream,Mixed - White/Asian,Kinship,TRUE,FALSE,FALSE
6,Male,White - British,0,FALSE,7,72,Residential,2,1,02/02/2023 00:00,N/A,362,1,Female,TRUE,FALSE,21.95,FALSE,N/A,5,N/A,0,including Mainstream,Asian/British Asian - Chinese,Residential,FALSE,FALSE,TRUE
8,Female,Asian/British Asian - Pakistani,0,TRUE,11,53,Kinship,4,1,26/08/2022 00:00,Carer requests placement end due to child's behaviour,189,1,Trans Male,TRUE,FALSE,13.07,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Long Term Foster,FALSE,TRUE,FALSE
6,Male,White - British,0,FALSE,14,36,Fostering - Short Term,2,1,15/08/2023 00:00,N/A,198,1,Male,TRUE,TRUE,12.7,TRUE,N/A,7,N/A,0,including Mainstream,Asian/British Asian - Other,Short Term Foster,FALSE,TRUE,TRUE
17,Female,Asian/British Asian - Pakistani,0,TRUE,18,45,Kinship,3,1,14/09/2022 00:00,Planned move to long-term fostering,107,1,Male,FALSE,TRUE,0.55,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,FALSE,FALSE,FALSE
17,Non binary,White - British,0,TRUE,18,37,Kinship,4,1,02/01/2023 00:00,Planned move to long-term fostering,755,1,Trans Female,TRUE,FALSE,0.11,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,FALSE,TRUE
17,Trans Female,White - British,0,FALSE,18,45,Fostering - Short Term,4,1,25/09/2022 00:00,N/A,838,1,Female,TRUE,TRUE,14.07,FALSE,N/A,2,N/A,0,including Mainstream,Other Ethnic Group,Short Term Foster,TRUE,FALSE,TRUE
9,Non binary,White - British,0,FALSE,12,58,Fostering - Short Term,3,1,23/04/2025 00:00,N/A,191,1,Non binary,TRUE,TRUE,18.69,TRUE,N/A,4,N/A,0,including Mainstream,Black/Black British - African,Short Term Foster,FALSE,FALSE,FALSE
9,Female,Asian/British Asian - Pakistani,0,FALSE,14,28,Fostering - Short Term,6,1,07/12/2022 00:00,N/A,99,1,Male,TRUE,FALSE,3.88,FALSE,N/A,3,N/A,0,including Mainstream,Dual Heritage - Black/White,Short Term Foster,TRUE,FALSE,TRUE
14,Female,White - British,0,TRUE,15,49,Fostering - Short Term,6,1,18/12/2023 00:00,Allegation (S47),142,1,Trans Female,TRUE,TRUE,8.45,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Caribbean,Short Term Foster,TRUE,TRUE,TRUE
11,Female,White - Central European,0,FALSE,13,74,Kinship,6,1,07/05/2025 00:00,N/A,335,1,Trans Male,TRUE,FALSE,3.05,FALSE,N/A,2,N/A,0,including Mainstream,White - Other,Kinship,TRUE,TRUE,FALSE
0,Female,Asian/British Asian - Pakistani,0,FALSE,16,32,Kinship,2,1,11/01/2022 00:00,N/A,731,1,Male,TRUE,FALSE,1.51,TRUE,N/A,3,N/A,0,including Mainstream,Black/Black British - Caribbean,Kinship,TRUE,FALSE,FALSE
14,Female,White - Eastern European,0,TRUE,15,31,Fostering - Long Term,1,1,13/07/2022 00:00,Child requests placement end,2,1,Female,TRUE,TRUE,2.92,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Long Term Foster,TRUE,FALSE,TRUE
17,Non binary,Asian/British Asian - Pakistani,0,TRUE,18,39,Fostering - Short Term,1,1,19/06/2023 00:00,Approval removed,163,1,Female,TRUE,TRUE,97.31,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Residential,FALSE,FALSE,FALSE
3,Female,Traveller of Irish Heritage,0,FALSE,12,35,Kinship,4,1,26/10/2025 00:00,N/A,604,1,Female,TRUE,TRUE,2.64,FALSE,N/A,4,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,FALSE,TRUE,TRUE
10,Non binary,Asian/British Asian - Pakistani,0,TRUE,11,49,Kinship,7,1,31/05/2023 00:00,Planned move to long-term fostering,683,1,Non binary,TRUE,TRUE,3.15,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,TRUE,FALSE
11,Female,Asian/British Asian - Pakistani,0,FALSE,12,34,Fostering - Short Term,2,1,03/06/2022 00:00,N/A,302,1,Female,FALSE,FALSE,17.93,TRUE,N/A,1,N/A,0,including Mainstream,White - Other,Short Term Foster,TRUE,FALSE,FALSE
3,Male,Other Ethnic Group,0,TRUE,12,70,Fostering - Short Term,5,1,07/06/2025 00:00,Carer requests placement end due to child's behaviour,2,1,Female,FALSE,FALSE,3.94,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Roma,Kinship,FALSE,FALSE,TRUE
5,Female,White - British,0,TRUE,18,44,Kinship,6,1,16/10/2022 00:00,Child requests placement end,369,1,Female,TRUE,FALSE,4.68,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,TRUE,FALSE
15,Female,White - British,0,TRUE,18,29,Kinship,4,1,30/12/2023 00:00,Carer requests placement end due to child's behaviour,821,1,Male,TRUE,TRUE,0.06,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,FALSE
1,Non binary,Asian/British Asian - Bangladeshi,0,TRUE,17,68,Kinship,7,1,16/03/2025 00:00,Carer requests placement end due to child's behaviour,96,1,Non binary,TRUE,FALSE,3.19,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,FALSE,FALSE
6,Female,Asian/British Asian - Pakistani,0,FALSE,13,65,Kinship,3,1,27/02/2025 00:00,N/A,471,1,Male,TRUE,TRUE,3.75,FALSE,N/A,5,N/A,0,including Mainstream,Gypsy,Kinship,TRUE,TRUE,TRUE
6,Male,White - British,0,TRUE,7,72,Fostering - Short Term,7,1,18/07/2024 00:00,Approval removed,248,1,Male,TRUE,TRUE,0.01,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,FALSE,TRUE
12,Male,Asian/British Asian - Pakistani,0,FALSE,13,60,Kinship,6,1,09/02/2025 00:00,N/A,541,1,Female,TRUE,FALSE,0.82,TRUE,N/A,6,N/A,0,including Mainstream,Traveller of Irish Heritage,Kinship,TRUE,TRUE,TRUE
17,Male,White - British,0,TRUE,18,45,Kinship,0,1,16/03/2024 00:00,Planned move to long-term fostering,6,1,Male,TRUE,FALSE,3.95,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,FALSE,FALSE,TRUE
12,Trans Female,White - British,0,FALSE,18,47,Fostering - Short Term,3,1,26/11/2022 00:00,N/A,559,1,Trans Male,TRUE,TRUE,5.36,FALSE,N/A,7,N/A,0,including Mainstream,Traveller of Irish Heritage,Short Term Foster,FALSE,TRUE,FALSE
2,Male,White - British,0,TRUE,12,74,Kinship,2,1,09/11/2022 00:00,Child requests placement end,7,1,Female,TRUE,TRUE,2.59,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,FALSE,FALSE
1,Female,Asian/British Asian - Pakistani,0,FALSE,9,32,Kinship,0,1,26/05/2022 00:00,N/A,574,1,Female,TRUE,FALSE,2.62,FALSE,N/A,2,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,FALSE,TRUE
12,Non binary,White - British,0,FALSE,13,72,Kinship,6,1,25/12/2023 00:00,N/A,75,1,Male,TRUE,FALSE,2.06,FALSE,N/A,6,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,TRUE,FALSE
11,Male,Asian/British Asian - Bangladeshi,0,TRUE,15,29,Fostering - Short Term,4,1,24/01/2024 00:00,Approval removed,950,1,Male,TRUE,FALSE,13.83,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Special Guardianship,FALSE,FALSE,TRUE
12,Male,Asian/British Asian - Pakistani,0,TRUE,13,40,Kinship,0,1,07/10/2022 00:00,Allegation (S47),98,1,Trans Female,TRUE,FALSE,4.33,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Kinship,TRUE,FALSE,TRUE
5,Male,Asian/British Asian - Pakistani,0,TRUE,16,66,Kinship,7,1,03/04/2025 00:00,Planned move to long-term fostering,44,1,Female,TRUE,FALSE,1.43,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Kinship,TRUE,TRUE,TRUE
0,Male,Asian/British Asian - Pakistani,0,TRUE,18,29,Fostering - Short Term,4,1,29/10/2025 00:00,Carer requests placement end due to child's behaviour,79,1,Male,FALSE,TRUE,0.86,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,FALSE,FALSE
3,Male,White - British,0,TRUE,17,49,Fostering - Short Term,2,1,17/10/2024 00:00,Approval removed,576,1,Male,TRUE,FALSE,5.55,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Special Guardianship,FALSE,FALSE,FALSE
6,Female,Traveller - Other,0,TRUE,10,38,Kinship,7,1,01/07/2023 00:00,Planned move to long-term fostering,139,1,Male,TRUE,TRUE,0.23,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Traveller of Irish Heritage,Kinship,TRUE,FALSE,FALSE
8,Female,White - British,0,FALSE,10,45,Kinship,2,1,27/02/2024 00:00,N/A,336,1,Non binary,TRUE,FALSE,4.19,TRUE,N/A,2,N/A,0,including Mainstream,White - Irish,Kinship,FALSE,FALSE,TRUE
5,Male,Asian/British Asian - Pakistani,0,FALSE,7,63,Fostering - Long Term,5,1,03/12/2024 00:00,N/A,763,1,Trans Female,TRUE,FALSE,12.09,FALSE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Indian,Long Term Foster,TRUE,TRUE,TRUE
16,Female,White - British,0,TRUE,18,32,Kinship,5,1,20/10/2023 00:00,Allegation (S47),192,1,Male,TRUE,TRUE,1.45,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,FALSE,FALSE
0,Female,White - British,0,TRUE,13,56,Fostering - Short Term,4,1,04/12/2023 00:00,Approval removed,452,1,Trans Female,TRUE,TRUE,2.14,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,FALSE,FALSE
15,Female,Asian/British Asian - Bangladeshi,0,TRUE,16,28,Fostering - Short Term,7,1,29/04/2025 00:00,Child requests placement end,600,1,Trans Female,TRUE,TRUE,14.07,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy,Short Term Foster,TRUE,FALSE,TRUE
2,Trans Male,Asian/British Asian - Pakistani,0,FALSE,18,62,Kinship,2,1,22/10/2024 00:00,N/A,43,1,Female,TRUE,TRUE,4.45,TRUE,N/A,6,N/A,0,including Mainstream,White - Central European,Kinship,FALSE,TRUE,FALSE
14,Male,White - British,0,FALSE,15,63,Fostering - Short Term,3,1,17/09/2023 00:00,N/A,790,1,Trans Male,TRUE,TRUE,6.56,TRUE,N/A,2,N/A,0,including Mainstream,Black/Black British - African,Short Term Foster,FALSE,FALSE,TRUE
14,Female,White - British,0,FALSE,17,72,Kinship,7,1,02/02/2025 00:00,N/A,376,1,Male,TRUE,FALSE,3.87,FALSE,N/A,7,N/A,0,including Mainstream,Roma,Kinship,FALSE,FALSE,TRUE
9,Trans Male,White - British,0,TRUE,14,48,Fostering - Short Term,2,1,18/06/2024 00:00,Carer requests placement end due to child's behaviour,171,1,Male,TRUE,FALSE,1.66,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,TRUE,TRUE
17,Female,White - British,0,TRUE,18,75,Kinship,4,1,08/04/2023 00:00,Allegation (S47),87,1,Female,TRUE,TRUE,0.15,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Traveller of Irish Heritage,Kinship,FALSE,TRUE,FALSE
10,Female,Asian/British Asian - Pakistani,0,FALSE,18,67,Fostering - Short Term,6,1,06/06/2025 00:00,N/A,253,1,Male,TRUE,FALSE,2.43,FALSE,N/A,6,N/A,0,including Mainstream,Black/Black British - Other,Short Term Foster,FALSE,TRUE,TRUE
8,Trans Female,White - British,0,TRUE,14,47,Kinship,6,1,18/04/2024 00:00,Planned move to long-term fostering,822,1,Female,TRUE,FALSE,4.81,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,FALSE,TRUE
0,Male,White - British,0,TRUE,7,53,Fostering - Short Term,5,1,24/02/2022 00:00,Carer requests placement end due to child's behaviour,6,1,Female,TRUE,FALSE,1.87,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,TRUE,TRUE
17,Male,White - British,0,TRUE,18,26,Fostering - Short Term,2,1,20/06/2024 00:00,Child requests placement end,53,1,Female,TRUE,FALSE,2.82,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Short Term Foster,TRUE,FALSE,TRUE
1,Male,Asian/British Asian - Pakistani,0,TRUE,12,31,Kinship,6,1,03/01/2023 00:00,Planned move to long-term fostering,466,1,Female,TRUE,TRUE,0.51,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,FALSE,TRUE
